customer_ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,gender,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
481,less than 200,12,critical,radio/tv,3573.0,less than 100,less than 4 years,1,female,none,1.0,real estate,23,none,own,1,unskilled resident,1.0,none,yes,good
481,less than 200,12,other existing credit,radio/tv,3573.0,less than 100,less than 4 years,1,female,none,1.0,real estate,23,none,own,1,unskilled resident,1.0,none,yes,good
482,less than 200,24,existing paid,new car,1201.0,less than 100,less than a year,4,male,none,1.0,life insurance,26,none,own,1,skilled,1.0,none,yes,good
483,0,30,existing paid,furniture/equipment,3622.0,more than 1000,more than 7 years,4,female,none,4.0,life insurance,57,none,rent,2,skilled,1.0,yes,yes,good
484,no checking,15,delayed previously,furniture/equipment,960.0,more than 1000,less than 7 years,3,female,none,2.0,life insurance,30,none,own,2,skilled,1.0,none,yes,good
485,no checking,12,critical,new car,1163.0,500<=Xless than 1000,less than 4 years,4,male,none,4.0,real estate,44,none,own,1,skilled,1.0,yes,yes,good
485,no checking,12,other existing credit,new car,1163.0,500<=Xless than 1000,less than 4 years,4,male,none,4.0,real estate,44,none,own,1,skilled,1.0,yes,yes,good
486,less than 200,6,delayed previously,new car,1209.0,less than 100,unemployed,4,male,none,4.0,life insurance,47,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
487,no checking,12,existing paid,radio/tv,3077.0,less than 100,less than 4 years,2,male,none,4.0,car,52,none,own,1,skilled,1.0,yes,yes,good
488,no checking,24,existing paid,new car,3757.0,less than 100,more than 7 years,4,female,co applicant,4.0,no known property,62,none,for free,1,skilled,1.0,yes,yes,good
489,no checking,10,existing paid,new car,1418.0,less than 500,less than 4 years,3,male,none,2.0,real estate,35,none,rent,1,unskilled resident,1.0,none,no,good
490,no checking,6,existing paid,new car,3518.0,less than 100,less than 4 years,2,male,guarantor,3.0,life insurance,26,none,rent,1,skilled,1.0,none,yes,good
491,no checking,12,critical,radio/tv,1934.0,less than 100,more than 7 years,2,male,none,2.0,no known property,26,none,own,2,skilled,1.0,none,yes,good
491,no checking,12,other existing credit,radio/tv,1934.0,less than 100,more than 7 years,2,male,none,2.0,no known property,26,none,own,2,skilled,1.0,none,yes,good
492,less than 200,27,no credits,business,8318.0,less than 100,more than 7 years,2,female,none,4.0,no known property,42,none,for free,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
492,less than 200,27,all paid,business,8318.0,less than 100,more than 7 years,2,female,none,4.0,no known property,42,none,for free,2,high qualif/self emp/mgmt,1.0,yes,yes,bad
493,no checking,6,critical,radio/tv,1237.0,less than 500,less than 4 years,1,female,none,1.0,life insurance,27,none,own,2,skilled,1.0,none,yes,good
493,no checking,6,other existing credit,radio/tv,1237.0,less than 500,less than 4 years,1,female,none,1.0,life insurance,27,none,own,2,skilled,1.0,none,yes,good
494,less than 200,6,existing paid,radio/tv,368.0,no known savings,more than 7 years,4,male,none,4.0,life insurance,38,none,own,1,skilled,1.0,none,yes,good
495,0,12,critical,new car,2122.0,less than 100,less than 4 years,3,male,none,2.0,real estate,39,none,rent,2,unskilled resident,2.0,none,no,good
495,0,12,other existing credit,new car,2122.0,less than 100,less than 4 years,3,male,none,2.0,real estate,39,none,rent,2,unskilled resident,2.0,none,no,good
496,0,24,existing paid,furniture/equipment,2996.0,no known savings,less than 4 years,2,male,none,4.0,car,20,none,own,1,skilled,1.0,none,yes,bad
497,less than 200,36,existing paid,furniture/equipment,9034.0,less than 500,less than a year,4,male,co applicant,1.0,no known property,29,none,rent,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
498,no checking,24,critical,furniture/equipment,1585.0,less than 100,less than 7 years,4,male,none,3.0,life insurance,40,none,own,2,skilled,1.0,none,yes,good
498,no checking,24,other existing credit,furniture/equipment,1585.0,less than 100,less than 7 years,4,male,none,3.0,life insurance,40,none,own,2,skilled,1.0,none,yes,good
499,less than 200,18,existing paid,radio/tv,1301.0,less than 100,more than 7 years,4,male,guarantor,2.0,real estate,32,none,own,1,unskilled resident,1.0,none,yes,good
500,more than 200,6,critical,new car,1323.0,less than 500,more than 7 years,2,male,none,4.0,car,28,none,own,2,skilled,2.0,yes,yes,good
500,more than 200,6,other existing credit,new car,1323.0,less than 500,more than 7 years,2,male,none,4.0,car,28,none,own,2,skilled,2.0,yes,yes,good
501,0,24,existing paid,new car,3123.0,less than 100,less than a year,4,female,none,1.0,life insurance,27,none,own,1,skilled,1.0,none,yes,bad
502,0,36,existing paid,used car,5493.0,less than 100,more than 7 years,2,male,none,4.0,no known property,42,none,for free,1,skilled,2.0,none,yes,good
503,more than 200,9,existing paid,radio/tv,1126.0,less than 500,more than 7 years,2,male,none,4.0,real estate,49,none,own,1,skilled,1.0,none,yes,good
504,less than 200,24,critical,radio/tv,1216.0,less than 500,less than a year,4,male,none,4.0,no known property,38,bank,own,2,skilled,2.0,none,yes,bad
504,less than 200,24,other existing credit,radio/tv,1216.0,less than 500,less than a year,4,male,none,4.0,no known property,38,bank,own,2,skilled,2.0,none,yes,bad
505,0,24,existing paid,new car,1207.0,less than 100,less than a year,4,female,none,4.0,life insurance,24,none,rent,1,skilled,1.0,none,yes,bad
506,no checking,10,existing paid,new car,1309.0,no known savings,less than 4 years,4,male,guarantor,4.0,life insurance,27,none,own,1,unskilled resident,1.0,none,yes,bad
507,more than 200,15,critical,used car,2360.0,500<=Xless than 1000,less than 4 years,2,male,none,2.0,car,36,none,own,1,skilled,1.0,yes,yes,good
507,more than 200,15,other existing credit,used car,2360.0,500<=Xless than 1000,less than 4 years,2,male,none,2.0,car,36,none,own,1,skilled,1.0,yes,yes,good
508,less than 200,15,all paid,new car,6850.0,less than 500,unemployed,1,male,none,2.0,life insurance,34,none,own,1,high qualif/self emp/mgmt,2.0,yes,yes,bad
509,no checking,24,existing paid,radio/tv,1413.0,less than 100,less than 4 years,4,male,none,2.0,life insurance,28,none,own,1,skilled,1.0,none,yes,good
510,no checking,39,existing paid,used car,8588.0,less than 500,more than 7 years,4,male,none,2.0,car,45,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
511,0,12,existing paid,new car,759.0,less than 100,less than 7 years,4,male,none,2.0,real estate,26,none,own,1,skilled,1.0,none,yes,bad
512,no checking,36,existing paid,used car,4686.0,less than 100,less than 4 years,2,male,none,2.0,no known property,32,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
513,more than 200,15,existing paid,business,2687.0,less than 100,less than 7 years,2,male,none,4.0,life insurance,26,none,rent,1,skilled,1.0,yes,yes,good
514,less than 200,12,delayed previously,radio/tv,585.0,less than 100,less than 4 years,4,male,co applicant,4.0,real estate,20,none,rent,2,skilled,1.0,none,yes,good
515,no checking,24,existing paid,new car,2255.0,no known savings,less than a year,4,male,none,1.0,life insurance,54,none,own,1,skilled,1.0,none,yes,good
516,0,6,critical,new car,609.0,less than 100,less than 7 years,4,female,none,3.0,life insurance,37,none,own,2,skilled,1.0,none,no,good
516,0,6,other existing credit,new car,609.0,less than 100,less than 7 years,4,female,none,3.0,life insurance,37,none,own,2,skilled,1.0,none,no,good
517,0,6,critical,new car,1361.0,less than 100,less than a year,2,male,none,4.0,real estate,40,none,own,1,unskilled resident,2.0,none,no,good
517,0,6,other existing credit,new car,1361.0,less than 100,less than a year,2,male,none,4.0,real estate,40,none,own,1,unskilled resident,2.0,none,no,good
518,no checking,36,critical,furniture/equipment,7127.0,less than 100,less than a year,2,female,none,4.0,life insurance,23,none,rent,2,skilled,1.0,yes,yes,bad
518,no checking,36,other existing credit,furniture/equipment,7127.0,less than 100,less than a year,2,female,none,4.0,life insurance,23,none,rent,2,skilled,1.0,yes,yes,bad
519,0,6,existing paid,new car,1203.0,less than 500,more than 7 years,3,male,none,2.0,life insurance,43,none,own,1,skilled,1.0,yes,yes,good
520,no checking,6,critical,radio/tv,700.0,no known savings,more than 7 years,4,male,none,4.0,no known property,36,none,for free,2,skilled,1.0,none,yes,good
520,no checking,6,other existing credit,radio/tv,700.0,no known savings,more than 7 years,4,male,none,4.0,no known property,36,none,for free,2,skilled,1.0,none,yes,good
521,no checking,24,critical,repairs,5507.0,less than 100,more than 7 years,3,male,none,4.0,no known property,44,none,for free,2,skilled,1.0,none,yes,good
521,no checking,24,other existing credit,repairs,5507.0,less than 100,more than 7 years,3,male,none,4.0,no known property,44,none,for free,2,skilled,1.0,none,yes,good
522,0,18,existing paid,radio/tv,3190.0,less than 100,less than 4 years,2,female,none,2.0,real estate,24,none,own,1,skilled,1.0,none,yes,bad
523,0,48,no credits,furniture/equipment,7119.0,less than 100,less than 4 years,3,male,none,4.0,no known property,53,none,for free,2,skilled,2.0,none,yes,bad
523,0,48,all paid,furniture/equipment,7119.0,less than 100,less than 4 years,3,male,none,4.0,no known property,53,none,for free,2,skilled,2.0,none,yes,bad
524,no checking,24,existing paid,used car,3488.0,less than 500,less than 7 years,3,female,none,4.0,car,23,none,own,1,skilled,1.0,none,yes,good
525,less than 200,18,existing paid,radio/tv,1113.0,less than 100,less than 4 years,4,female,guarantor,4.0,real estate,26,none,own,1,unskilled resident,2.0,none,yes,good
526,less than 200,26,existing paid,used car,7966.0,less than 100,less than a year,2,male,none,3.0,car,30,none,own,2,skilled,1.0,none,yes,good
527,no checking,15,critical,education,1532.0,less than 500,less than 4 years,4,female,none,3.0,car,31,none,own,1,skilled,1.0,none,yes,good
527,no checking,15,other existing credit,education,1532.0,less than 500,less than 4 years,4,female,none,3.0,car,31,none,own,1,skilled,1.0,none,yes,good
528,no checking,4,critical,radio/tv,1503.0,less than 100,less than 7 years,2,male,none,1.0,real estate,42,none,own,2,unskilled resident,2.0,none,yes,good
528,no checking,4,other existing credit,radio/tv,1503.0,less than 100,less than 7 years,2,male,none,1.0,real estate,42,none,own,2,unskilled resident,2.0,none,yes,good
529,0,36,existing paid,radio/tv,2302.0,less than 100,less than 4 years,4,male,none,4.0,car,31,none,rent,1,skilled,1.0,none,yes,bad
530,0,6,existing paid,new car,662.0,less than 100,less than a year,3,male,none,4.0,real estate,41,none,own,1,unskilled resident,2.0,yes,yes,good
531,less than 200,36,existing paid,education,2273.0,less than 100,less than 7 years,3,male,none,1.0,car,32,none,own,2,skilled,2.0,none,yes,good
532,less than 200,15,existing paid,new car,2631.0,less than 500,less than 4 years,2,female,none,4.0,car,28,none,rent,2,skilled,1.0,yes,yes,bad
533,no checking,12,delayed previously,used car,1503.0,less than 100,less than 4 years,4,male,none,4.0,real estate,41,none,rent,1,skilled,1.0,none,yes,good
534,no checking,24,existing paid,radio/tv,1311.0,less than 500,less than 7 years,4,male,none,3.0,life insurance,26,none,own,1,skilled,1.0,yes,yes,good
535,no checking,24,existing paid,radio/tv,3105.0,no known savings,less than a year,4,male,none,2.0,car,25,none,own,2,skilled,1.0,none,yes,good
536,more than 200,21,critical,education,2319.0,less than 100,less than a year,2,male,none,1.0,car,33,none,rent,1,skilled,1.0,none,yes,bad
536,more than 200,21,other existing credit,education,2319.0,less than 100,less than a year,2,male,none,1.0,car,33,none,rent,1,skilled,1.0,none,yes,bad
537,0,6,existing paid,new car,1374.0,no known savings,unemployed,4,female,none,3.0,life insurance,75,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
538,less than 200,18,critical,furniture/equipment,3612.0,less than 100,more than 7 years,3,female,none,4.0,life insurance,37,none,own,1,skilled,1.0,yes,yes,good
538,less than 200,18,other existing credit,furniture/equipment,3612.0,less than 100,more than 7 years,3,female,none,4.0,life insurance,37,none,own,1,skilled,1.0,yes,yes,good
539,0,48,existing paid,new car,7763.0,less than 100,more than 7 years,4,male,none,4.0,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1.0,none,yes,bad
540,more than 200,18,existing paid,furniture/equipment,3049.0,less than 100,less than a year,1,female,none,1.0,life insurance,45,stores,own,1,unskilled resident,1.0,none,yes,good
541,less than 200,12,existing paid,radio/tv,1534.0,less than 100,less than a year,1,male,none,1.0,real estate,23,none,rent,1,skilled,1.0,none,yes,bad
542,no checking,24,delayed previously,new car,2032.0,less than 100,more than 7 years,4,male,none,4.0,no known property,60,none,for free,2,skilled,1.0,yes,yes,good
543,0,30,existing paid,furniture/equipment,6350.0,no known savings,more than 7 years,4,male,none,4.0,life insurance,31,none,own,1,skilled,1.0,none,yes,bad
544,more than 200,18,existing paid,furniture/equipment,2864.0,less than 100,less than 4 years,2,male,none,1.0,real estate,34,none,own,1,unskilled resident,2.0,none,yes,bad
545,no checking,12,critical,new car,1255.0,less than 100,more than 7 years,4,male,none,4.0,real estate,61,none,own,2,unskilled resident,1.0,none,yes,good
545,no checking,12,other existing credit,new car,1255.0,less than 100,more than 7 years,4,male,none,4.0,real estate,61,none,own,2,unskilled resident,1.0,none,yes,good
546,0,24,delayed previously,new car,1333.0,less than 100,unemployed,4,male,none,2.0,real estate,43,none,for free,2,skilled,2.0,none,yes,bad
547,no checking,24,critical,new car,2022.0,less than 100,less than 4 years,4,female,none,4.0,car,37,none,own,1,skilled,1.0,yes,yes,good
547,no checking,24,other existing credit,new car,2022.0,less than 100,less than 4 years,4,female,none,4.0,car,37,none,own,1,skilled,1.0,yes,yes,good
548,no checking,24,existing paid,radio/tv,1552.0,less than 100,less than 7 years,3,male,none,1.0,car,32,bank,own,1,skilled,2.0,none,yes,good
549,0,12,all paid,radio/tv,626.0,less than 100,less than 4 years,4,female,none,4.0,real estate,24,bank,own,1,unskilled resident,1.0,none,yes,bad
550,no checking,48,critical,used car,8858.0,no known savings,less than 7 years,2,male,none,1.0,no known property,35,none,for free,2,skilled,1.0,yes,yes,good
550,no checking,48,other existing credit,used car,8858.0,no known savings,less than 7 years,2,male,none,1.0,no known property,35,none,for free,2,skilled,1.0,yes,yes,good
551,no checking,12,critical,repairs,996.0,no known savings,less than 7 years,4,female,none,4.0,real estate,23,none,own,2,skilled,1.0,none,yes,good
551,no checking,12,other existing credit,repairs,996.0,no known savings,less than 7 years,4,female,none,4.0,real estate,23,none,own,2,skilled,1.0,none,yes,good
552,no checking,6,all paid,radio/tv,1750.0,500<=Xless than 1000,more than 7 years,2,male,none,4.0,life insurance,45,bank,own,1,unskilled resident,2.0,none,yes,good
553,0,48,existing paid,radio/tv,6999.0,less than 100,less than 7 years,1,male,guarantor,1.0,real estate,34,none,own,2,skilled,1.0,yes,yes,bad
554,less than 200,12,critical,new car,1995.0,less than 500,less than a year,4,male,none,1.0,car,27,none,own,1,skilled,1.0,none,yes,good
554,less than 200,12,other existing credit,new car,1995.0,less than 500,less than a year,4,male,none,1.0,car,27,none,own,1,skilled,1.0,none,yes,good
555,less than 200,9,existing paid,education,1199.0,less than 100,less than 7 years,4,female,none,4.0,life insurance,67,none,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
556,less than 200,12,existing paid,radio/tv,1331.0,less than 100,less than a year,2,male,none,1.0,car,22,stores,own,1,skilled,1.0,none,yes,bad
557,less than 200,18,no credits,new car,2278.0,less than 500,less than a year,3,female,none,3.0,car,28,none,own,2,skilled,1.0,none,yes,bad
557,less than 200,18,all paid,new car,2278.0,less than 500,less than a year,3,female,none,3.0,car,28,none,own,2,skilled,1.0,none,yes,bad
558,no checking,21,no credits,new car,5003.0,no known savings,less than 4 years,1,female,none,4.0,life insurance,29,bank,own,2,skilled,1.0,yes,yes,bad
558,no checking,21,all paid,new car,5003.0,no known savings,less than 4 years,1,female,none,4.0,life insurance,29,bank,own,2,skilled,1.0,yes,yes,bad
559,0,24,all paid,furniture/equipment,3552.0,less than 100,less than 7 years,3,male,none,4.0,car,27,bank,own,1,skilled,1.0,none,yes,bad
560,less than 200,18,critical,furniture/equipment,1928.0,less than 100,less than a year,2,male,none,2.0,real estate,31,none,own,2,unskilled resident,1.0,none,yes,bad
560,less than 200,18,other existing credit,furniture/equipment,1928.0,less than 100,less than a year,2,male,none,2.0,real estate,31,none,own,2,unskilled resident,1.0,none,yes,bad
561,0,24,existing paid,used car,2964.0,no known savings,more than 7 years,4,male,none,4.0,no known property,49,bank,for free,1,skilled,2.0,yes,yes,good
562,0,24,all paid,radio/tv,1546.0,less than 100,less than 7 years,4,male,guarantor,4.0,car,24,bank,rent,1,unskilled resident,1.0,none,yes,bad
563,more than 200,6,delayed previously,radio/tv,683.0,less than 100,less than a year,2,female,none,1.0,life insurance,29,bank,own,1,skilled,1.0,none,yes,good
564,less than 200,36,existing paid,new car,12389.0,no known savings,less than 4 years,1,male,none,4.0,no known property,37,none,for free,1,skilled,1.0,yes,yes,bad
565,less than 200,24,delayed previously,business,4712.0,no known savings,less than 4 years,4,male,none,2.0,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1.0,yes,yes,good
566,less than 200,24,delayed previously,radio/tv,1553.0,less than 500,less than 7 years,3,female,none,2.0,life insurance,23,none,rent,2,skilled,1.0,yes,yes,good
567,0,12,existing paid,new car,1372.0,less than 100,less than 7 years,2,male,none,3.0,car,36,none,own,1,skilled,1.0,none,yes,bad
568,no checking,24,critical,radio/tv,2578.0,more than 1000,more than 7 years,2,male,none,2.0,car,34,none,own,1,skilled,1.0,none,yes,good
568,no checking,24,other existing credit,radio/tv,2578.0,more than 1000,more than 7 years,2,male,none,2.0,car,34,none,own,1,skilled,1.0,none,yes,good
569,less than 200,48,existing paid,radio/tv,3979.0,no known savings,less than 7 years,4,male,none,1.0,car,41,none,own,2,skilled,2.0,yes,yes,good
570,0,48,existing paid,radio/tv,6758.0,less than 100,less than 4 years,3,female,none,2.0,car,31,none,own,1,skilled,1.0,yes,yes,bad
571,0,24,existing paid,furniture/equipment,3234.0,less than 100,less than a year,4,female,none,4.0,real estate,23,none,rent,1,unskilled resident,1.0,yes,yes,bad
572,no checking,30,critical,radio/tv,5954.0,less than 100,less than 7 years,3,male,co applicant,2.0,car,38,none,own,1,skilled,1.0,none,yes,good
572,no checking,30,other existing credit,radio/tv,5954.0,less than 100,less than 7 years,3,male,co applicant,2.0,car,38,none,own,1,skilled,1.0,none,yes,good
573,no checking,24,existing paid,used car,5433.0,no known savings,unemployed,2,female,none,4.0,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1.0,yes,yes,good
574,0,15,existing paid,business,806.0,less than 100,less than 4 years,4,female,none,4.0,life insurance,22,none,own,1,unskilled resident,1.0,none,yes,good
575,less than 200,9,existing paid,radio/tv,1082.0,less than 100,more than 7 years,4,male,none,4.0,car,27,none,own,2,unskilled resident,1.0,none,yes,good
576,no checking,15,critical,furniture/equipment,2788.0,less than 100,less than 7 years,2,female,co applicant,3.0,car,24,bank,own,2,skilled,1.0,none,yes,good
576,no checking,15,other existing credit,furniture/equipment,2788.0,less than 100,less than 7 years,2,female,co applicant,3.0,car,24,bank,own,2,skilled,1.0,none,yes,good
577,less than 200,12,existing paid,radio/tv,2930.0,less than 100,less than 7 years,2,female,none,1.0,real estate,27,none,own,1,skilled,1.0,none,yes,good
578,no checking,24,critical,education,1927.0,no known savings,less than 4 years,3,female,none,2.0,car,33,none,own,2,skilled,1.0,yes,yes,good
578,no checking,24,other existing credit,education,1927.0,no known savings,less than 4 years,3,female,none,2.0,car,33,none,own,2,skilled,1.0,yes,yes,good
579,less than 200,36,critical,new car,2820.0,less than 100,less than a year,4,male,none,4.0,car,27,none,own,2,skilled,1.0,none,yes,bad
579,less than 200,36,other existing credit,new car,2820.0,less than 100,less than a year,4,male,none,4.0,car,27,none,own,2,skilled,1.0,none,yes,bad
580,no checking,24,existing paid,retraining,937.0,less than 100,less than a year,4,male,none,3.0,car,27,none,own,2,unskilled resident,1.0,none,yes,good
581,less than 200,18,critical,new car,1056.0,less than 100,more than 7 years,3,male,guarantor,3.0,real estate,30,bank,own,2,skilled,1.0,none,yes,bad
581,less than 200,18,other existing credit,new car,1056.0,less than 100,more than 7 years,3,male,guarantor,3.0,real estate,30,bank,own,2,skilled,1.0,none,yes,bad
582,less than 200,12,critical,new car,3124.0,less than 100,less than a year,1,male,none,3.0,real estate,49,bank,own,2,unskilled resident,2.0,none,yes,good
582,less than 200,12,other existing credit,new car,3124.0,less than 100,less than a year,1,male,none,3.0,real estate,49,bank,own,2,unskilled resident,2.0,none,yes,good
583,no checking,9,existing paid,furniture/equipment,1388.0,less than 100,less than 4 years,4,female,none,2.0,real estate,26,none,rent,1,skilled,1.0,none,yes,good
584,less than 200,36,existing paid,repairs,2384.0,less than 100,less than a year,4,male,none,1.0,no known property,33,none,rent,1,unskilled resident,1.0,none,yes,bad
585,no checking,12,existing paid,new car,2133.0,no known savings,more than 7 years,4,female,none,4.0,no known property,52,none,for free,1,high qualif/self emp/mgmt,1.0,yes,yes,good
586,0,18,existing paid,furniture/equipment,2039.0,less than 100,less than 4 years,1,female,none,4.0,real estate,20,bank,rent,1,skilled,1.0,none,yes,bad
587,0,9,critical,new car,2799.0,less than 100,less than 4 years,2,male,none,2.0,real estate,36,none,rent,2,skilled,2.0,none,yes,good
587,0,9,other existing credit,new car,2799.0,less than 100,less than 4 years,2,male,none,2.0,real estate,36,none,rent,2,skilled,2.0,none,yes,good
588,0,12,existing paid,furniture/equipment,1289.0,less than 100,less than 4 years,4,male,guarantor,1.0,life insurance,21,none,own,1,unskilled resident,1.0,none,yes,good
589,0,18,existing paid,domestic appliance,1217.0,less than 100,less than 4 years,4,male,none,3.0,real estate,47,none,own,1,unskilled resident,1.0,yes,yes,bad
590,0,12,critical,furniture/equipment,2246.0,less than 100,more than 7 years,3,male,none,3.0,life insurance,60,none,own,2,skilled,1.0,none,yes,bad
590,0,12,other existing credit,furniture/equipment,2246.0,less than 100,more than 7 years,3,male,none,3.0,life insurance,60,none,own,2,skilled,1.0,none,yes,bad
591,0,12,critical,radio/tv,385.0,less than 100,less than 7 years,4,female,none,3.0,real estate,58,none,own,4,unskilled resident,1.0,yes,yes,good
591,0,12,other existing credit,radio/tv,385.0,less than 100,less than 7 years,4,female,none,3.0,real estate,58,none,own,4,unskilled resident,1.0,yes,yes,good
592,less than 200,24,delayed previously,new car,1965.0,no known savings,less than 4 years,4,female,none,4.0,car,42,none,rent,2,skilled,1.0,yes,yes,good
593,no checking,21,existing paid,business,1572.0,more than 1000,more than 7 years,4,female,none,4.0,real estate,36,bank,own,1,unskilled resident,1.0,none,yes,good
594,less than 200,24,existing paid,new car,2718.0,less than 100,less than 4 years,3,female,none,4.0,life insurance,20,none,rent,1,unskilled resident,1.0,yes,yes,bad
595,0,24,all paid,other,1358.0,no known savings,more than 7 years,4,male,none,3.0,car,40,stores,own,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
596,less than 200,6,all paid,new car,931.0,less than 500,less than a year,1,female,none,1.0,life insurance,32,stores,own,1,unskilled resident,1.0,none,yes,bad
597,0,24,existing paid,new car,1442.0,less than 100,less than 7 years,4,female,none,4.0,car,23,none,rent,2,skilled,1.0,none,yes,bad
598,less than 200,24,no credits,business,4241.0,less than 100,less than 4 years,1,male,none,4.0,real estate,36,none,own,3,unskilled resident,1.0,yes,yes,bad
598,less than 200,24,all paid,business,4241.0,less than 100,less than 4 years,1,male,none,4.0,real estate,36,none,own,3,unskilled resident,1.0,yes,yes,bad
599,no checking,18,critical,new car,2775.0,less than 100,less than 7 years,2,male,none,2.0,life insurance,31,bank,own,2,skilled,1.0,none,yes,bad
599,no checking,18,other existing credit,new car,2775.0,less than 100,less than 7 years,2,male,none,2.0,life insurance,31,bank,own,2,skilled,1.0,none,yes,bad
600,no checking,24,delayed previously,business,3863.0,less than 100,less than 4 years,1,male,none,2.0,no known property,32,none,for free,1,skilled,1.0,none,yes,good
601,less than 200,7,existing paid,radio/tv,2329.0,less than 100,less than a year,1,female,guarantor,1.0,real estate,45,none,own,1,skilled,1.0,none,yes,good
602,less than 200,9,existing paid,furniture/equipment,918.0,less than 100,less than 4 years,4,female,none,1.0,life insurance,30,none,own,1,skilled,1.0,none,yes,bad
603,less than 200,24,all paid,education,1837.0,less than 100,less than 7 years,4,female,none,4.0,no known property,34,bank,for free,1,unskilled resident,1.0,none,yes,bad
604,no checking,36,existing paid,furniture/equipment,3349.0,less than 100,less than 4 years,4,female,none,2.0,car,28,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,bad
605,more than 200,10,existing paid,furniture/equipment,1275.0,less than 100,less than a year,4,female,none,2.0,life insurance,23,none,own,1,skilled,1.0,none,yes,good
606,0,24,all paid,furniture/equipment,2828.0,500<=Xless than 1000,less than 4 years,4,male,none,4.0,real estate,22,stores,own,1,skilled,1.0,yes,yes,good
607,no checking,24,critical,business,4526.0,less than 100,less than 4 years,3,male,none,2.0,real estate,74,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
607,no checking,24,other existing credit,business,4526.0,less than 100,less than 4 years,3,male,none,2.0,real estate,74,none,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
608,less than 200,36,existing paid,radio/tv,2671.0,less than 500,less than 4 years,4,female,co applicant,4.0,no known property,50,none,for free,1,skilled,1.0,none,yes,bad
609,no checking,18,existing paid,radio/tv,2051.0,less than 100,less than a year,4,male,none,1.0,real estate,33,none,own,1,skilled,1.0,none,yes,good
610,no checking,15,existing paid,used car,1300.0,no known savings,more than 7 years,4,male,none,4.0,no known property,45,bank,for free,1,skilled,2.0,none,yes,good
611,0,12,existing paid,domestic appliance,741.0,less than 500,unemployed,4,female,none,3.0,life insurance,22,none,own,1,skilled,1.0,none,yes,bad
612,more than 200,10,existing paid,new car,1240.0,less than 500,more than 7 years,1,female,none,4.0,no known property,48,none,for free,1,unskilled resident,2.0,none,yes,bad
613,0,21,existing paid,radio/tv,3357.0,more than 1000,less than a year,4,female,none,2.0,car,29,bank,own,1,skilled,1.0,none,yes,good
614,0,24,all paid,used car,3632.0,less than 100,less than 4 years,1,female,guarantor,4.0,car,22,bank,rent,1,skilled,1.0,none,no,good
615,no checking,18,delayed previously,furniture/equipment,1808.0,less than 100,less than 7 years,4,female,none,1.0,real estate,22,none,own,1,skilled,1.0,none,yes,bad
616,less than 200,48,no credits,business,12204.0,no known savings,less than 4 years,2,male,none,2.0,car,48,bank,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
616,less than 200,48,all paid,business,12204.0,no known savings,less than 4 years,2,male,none,2.0,car,48,bank,own,1,high qualif/self emp/mgmt,1.0,yes,yes,good
617,less than 200,60,delayed previously,radio/tv,9157.0,no known savings,less than 4 years,2,male,none,2.0,no known property,27,none,for free,1,high qualif/self emp/mgmt,1.0,none,yes,good
618,0,6,critical,new car,3676.0,less than 100,less than 4 years,1,male,none,3.0,real estate,37,none,rent,3,skilled,2.0,none,yes,good
618,0,6,other existing credit,new car,3676.0,less than 100,less than 4 years,1,male,none,3.0,real estate,37,none,rent,3,skilled,2.0,none,yes,good
619,less than 200,30,existing paid,furniture/equipment,3441.0,less than 500,less than 4 years,2,female,co applicant,4.0,car,21,none,rent,1,skilled,1.0,none,yes,bad
620,no checking,12,existing paid,new car,640.0,less than 100,less than 4 years,4,male,none,2.0,real estate,49,none,own,1,unskilled resident,1.0,none,yes,good
621,less than 200,21,critical,business,3652.0,less than 100,less than 7 years,2,male,none,3.0,life insurance,27,none,own,2,skilled,1.0,none,yes,good
621,less than 200,21,other existing credit,business,3652.0,less than 100,less than 7 years,2,male,none,3.0,life insurance,27,none,own,2,skilled,1.0,none,yes,good
622,no checking,18,critical,new car,1530.0,less than 100,less than 4 years,3,male,none,2.0,life insurance,32,bank,own,2,skilled,1.0,none,yes,bad
622,no checking,18,other existing credit,new car,1530.0,less than 100,less than 4 years,3,male,none,2.0,life insurance,32,bank,own,2,skilled,1.0,none,yes,bad
623,no checking,48,existing paid,business,3914.0,no known savings,less than 4 years,4,male,none,2.0,real estate,38,bank,own,1,skilled,1.0,none,yes,bad
